type,start_lineno,end_lineno,filepath
With,2163,2165,apps/glance/glance/db/sqlalchemy/api.py
With,2171,2173,apps/glance/glance/db/sqlalchemy/api.py
With,2179,2180,apps/glance/glance/db/sqlalchemy/api.py
With,2186,2187,apps/glance/glance/db/sqlalchemy/api.py
With,2193,2195,apps/glance/glance/db/sqlalchemy/api.py
With,2202,2204,apps/glance/glance/db/sqlalchemy/api.py
With,2212,2214,apps/glance/glance/db/sqlalchemy/api.py
With,2220,2222,apps/glance/glance/db/sqlalchemy/api.py
With,2228,2230,apps/glance/glance/db/sqlalchemy/api.py
With,2236,2237,apps/glance/glance/db/sqlalchemy/api.py
With,2243,2245,apps/glance/glance/db/sqlalchemy/api.py
With,2251,2253,apps/glance/glance/db/sqlalchemy/api.py
With,2259,2260,apps/glance/glance/db/sqlalchemy/api.py
With,2266,2268,apps/glance/glance/db/sqlalchemy/api.py
With,2275,2277,apps/glance/glance/db/sqlalchemy/api.py
With,2284,2286,apps/glance/glance/db/sqlalchemy/api.py
With,2293,2295,apps/glance/glance/db/sqlalchemy/api.py
With,2302,2304,apps/glance/glance/db/sqlalchemy/api.py
With,2313,2316,apps/glance/glance/db/sqlalchemy/api.py
With,2322,2324,apps/glance/glance/db/sqlalchemy/api.py
With,2331,2333,apps/glance/glance/db/sqlalchemy/api.py
With,2340,2342,apps/glance/glance/db/sqlalchemy/api.py
With,2349,2351,apps/glance/glance/db/sqlalchemy/api.py
With,2357,2359,apps/glance/glance/db/sqlalchemy/api.py
With,2365,2367,apps/glance/glance/db/sqlalchemy/api.py
With,2373,2374,apps/glance/glance/db/sqlalchemy/api.py
With,2395,2404,apps/glance/glance/db/sqlalchemy/api.py
With,2413,2419,apps/glance/glance/db/sqlalchemy/api.py
With,2431,2445,apps/glance/glance/db/sqlalchemy/api.py
With,2451,2462,apps/glance/glance/db/sqlalchemy/api.py
With,2468,2476,apps/glance/glance/db/sqlalchemy/api.py
With,2481,2491,apps/glance/glance/db/sqlalchemy/api.py
With,2497,2509,apps/glance/glance/db/sqlalchemy/api.py
With,2521,2534,apps/glance/glance/db/sqlalchemy/api.py
With,2556,2564,apps/glance/glance/db/sqlalchemy/api.py
With,2572,2585,apps/glance/glance/db/sqlalchemy/api.py
With,83,93,apps/glance/glance/db/sqlalchemy/api.py
If,118,122,apps/glance/glance/db/sqlalchemy/api.py
If,137,141,apps/glance/glance/db/sqlalchemy/api.py
If,198,201,apps/glance/glance/db/sqlalchemy/api.py
If,301,302,apps/glance/glance/db/sqlalchemy/api.py
Try,418,421,apps/glance/glance/db/sqlalchemy/api.py
For,429,433,apps/glance/glance/db/sqlalchemy/api.py
For,437,463,apps/glance/glance/db/sqlalchemy/api.py
If,484,487,apps/glance/glance/db/sqlalchemy/api.py
If,516,518,apps/glance/glance/db/sqlalchemy/api.py
For,522,526,apps/glance/glance/db/sqlalchemy/api.py
If,535,575,apps/glance/glance/db/sqlalchemy/api.py
If,578,582,apps/glance/glance/db/sqlalchemy/api.py
If,606,610,apps/glance/glance/db/sqlalchemy/api.py
If,621,624,apps/glance/glance/db/sqlalchemy/api.py
If,625,628,apps/glance/glance/db/sqlalchemy/api.py
IfExp,681,681,apps/glance/glance/db/sqlalchemy/api.py
If,687,689,apps/glance/glance/db/sqlalchemy/api.py
If,709,710,apps/glance/glance/db/sqlalchemy/api.py
If,711,722,apps/glance/glance/db/sqlalchemy/api.py
For,725,726,apps/glance/glance/db/sqlalchemy/api.py
For,729,730,apps/glance/glance/db/sqlalchemy/api.py
If,740,742,apps/glance/glance/db/sqlalchemy/api.py
If,761,762,apps/glance/glance/db/sqlalchemy/api.py
If,763,764,apps/glance/glance/db/sqlalchemy/api.py
If,775,776,apps/glance/glance/db/sqlalchemy/api.py
If,875,877,apps/glance/glance/db/sqlalchemy/api.py
If,879,881,apps/glance/glance/db/sqlalchemy/api.py
If,892,893,apps/glance/glance/db/sqlalchemy/api.py
If,929,931,apps/glance/glance/db/sqlalchemy/api.py
Try,937,946,apps/glance/glance/db/sqlalchemy/api.py
If,974,975,apps/glance/glance/db/sqlalchemy/api.py
If,1016,1017,apps/glance/glance/db/sqlalchemy/api.py
If,1019,1020,apps/glance/glance/db/sqlalchemy/api.py
If,1022,1023,apps/glance/glance/db/sqlalchemy/api.py
If,1043,1044,apps/glance/glance/db/sqlalchemy/api.py
If,1056,1062,apps/glance/glance/db/sqlalchemy/api.py
Try,1074,1078,apps/glance/glance/db/sqlalchemy/api.py
IfExp,1100,1100,apps/glance/glance/db/sqlalchemy/api.py
If,1194,1197,apps/glance/glance/db/sqlalchemy/api.py
If,1239,1247,apps/glance/glance/db/sqlalchemy/api.py
For,1250,1256,apps/glance/glance/db/sqlalchemy/api.py
For,1495,1498,apps/glance/glance/db/sqlalchemy/api.py
For,1500,1502,apps/glance/glance/db/sqlalchemy/api.py
If,1601,1602,apps/glance/glance/db/sqlalchemy/api.py
If,1603,1604,apps/glance/glance/db/sqlalchemy/api.py
With,1625,1626,apps/glance/glance/db/sqlalchemy/api.py
Try,1639,1650,apps/glance/glance/db/sqlalchemy/api.py
If,1665,1666,apps/glance/glance/db/sqlalchemy/api.py
Try,1670,1677,apps/glance/glance/db/sqlalchemy/api.py
With,1719,1720,apps/glance/glance/db/sqlalchemy/api.py
If,1826,1828,apps/glance/glance/db/sqlalchemy/api.py
If,1846,1850,apps/glance/glance/db/sqlalchemy/api.py
If,1900,1903,apps/glance/glance/db/sqlalchemy/api.py
If,1976,1979,apps/glance/glance/db/sqlalchemy/api.py
If,2016,2017,apps/glance/glance/db/sqlalchemy/api.py
Try,2396,2404,apps/glance/glance/db/sqlalchemy/api.py
Try,2416,2419,apps/glance/glance/db/sqlalchemy/api.py
Try,2432,2445,apps/glance/glance/db/sqlalchemy/api.py
For,2460,2461,apps/glance/glance/db/sqlalchemy/api.py
Try,2505,2509,apps/glance/glance/db/sqlalchemy/api.py
Try,2522,2534,apps/glance/glance/db/sqlalchemy/api.py
Try,2559,2564,apps/glance/glance/db/sqlalchemy/api.py
If,84,93,apps/glance/glance/db/sqlalchemy/api.py
If,431,432,apps/glance/glance/db/sqlalchemy/api.py
For,439,446,apps/glance/glance/db/sqlalchemy/api.py
If,454,460,apps/glance/glance/db/sqlalchemy/api.py
Try,537,542,apps/glance/glance/db/sqlalchemy/api.py
If,544,545,apps/glance/glance/db/sqlalchemy/api.py
If,546,547,apps/glance/glance/db/sqlalchemy/api.py
If,548,575,apps/glance/glance/db/sqlalchemy/api.py
If,608,610,apps/glance/glance/db/sqlalchemy/api.py
IfExp,1046,1046,apps/glance/glance/db/sqlalchemy/api.py
IfExp,1129,1129,apps/glance/glance/db/sqlalchemy/api.py
If,1243,1247,apps/glance/glance/db/sqlalchemy/api.py
If,1251,1256,apps/glance/glance/db/sqlalchemy/api.py
If,1496,1498,apps/glance/glance/db/sqlalchemy/api.py
If,1501,1502,apps/glance/glance/db/sqlalchemy/api.py
If,1647,1648,apps/glance/glance/db/sqlalchemy/api.py
With,1671,1672,apps/glance/glance/db/sqlalchemy/api.py
With,1722,1725,apps/glance/glance/db/sqlalchemy/api.py
If,1978,1979,apps/glance/glance/db/sqlalchemy/api.py
If,2528,2529,apps/glance/glance/db/sqlalchemy/api.py
If,90,93,apps/glance/glance/db/sqlalchemy/api.py
If,456,460,apps/glance/glance/db/sqlalchemy/api.py
Try,551,557,apps/glance/glance/db/sqlalchemy/api.py
If,563,575,apps/glance/glance/db/sqlalchemy/api.py
If,1253,1256,apps/glance/glance/db/sqlalchemy/api.py
With,1674,1677,apps/glance/glance/db/sqlalchemy/api.py
If,566,575,apps/glance/glance/db/sqlalchemy/api.py
If,570,575,apps/glance/glance/db/sqlalchemy/api.py
For,170,171,apps/glance/glance/db/sqlalchemy/models_metadef.py
For,179,180,apps/glance/glance/db/sqlalchemy/models_metadef.py
For,41,42,apps/glance/glance/db/sqlalchemy/models_metadef.py
With,69,70,apps/glance/glance/db/sqlalchemy/metadata.py
With,74,76,apps/glance/glance/db/sqlalchemy/metadata.py
With,80,82,apps/glance/glance/db/sqlalchemy/metadata.py
With,86,87,apps/glance/glance/db/sqlalchemy/metadata.py
With,91,92,apps/glance/glance/db/sqlalchemy/metadata.py
With,96,97,apps/glance/glance/db/sqlalchemy/metadata.py
With,102,109,apps/glance/glance/db/sqlalchemy/metadata.py
With,115,120,apps/glance/glance/db/sqlalchemy/metadata.py
With,126,131,apps/glance/glance/db/sqlalchemy/metadata.py
With,137,143,apps/glance/glance/db/sqlalchemy/metadata.py
With,148,153,apps/glance/glance/db/sqlalchemy/metadata.py
With,158,162,apps/glance/glance/db/sqlalchemy/metadata.py
With,167,172,apps/glance/glance/db/sqlalchemy/metadata.py
With,176,186,apps/glance/glance/db/sqlalchemy/metadata.py
With,198,201,apps/glance/glance/db/sqlalchemy/metadata.py
With,211,218,apps/glance/glance/db/sqlalchemy/metadata.py
If,223,224,apps/glance/glance/db/sqlalchemy/metadata.py
Try,226,235,apps/glance/glance/db/sqlalchemy/metadata.py
If,237,240,apps/glance/glance/db/sqlalchemy/metadata.py
For,249,394,apps/glance/glance/db/sqlalchemy/metadata.py
Try,400,405,apps/glance/glance/db/sqlalchemy/metadata.py
Try,409,415,apps/glance/glance/db/sqlalchemy/metadata.py
Try,419,430,apps/glance/glance/db/sqlalchemy/metadata.py
If,434,435,apps/glance/glance/db/sqlalchemy/metadata.py
With,438,439,apps/glance/glance/db/sqlalchemy/metadata.py
For,443,517,apps/glance/glance/db/sqlalchemy/metadata.py
If,524,527,apps/glance/glance/db/sqlalchemy/metadata.py
If,529,532,apps/glance/glance/db/sqlalchemy/metadata.py
With,534,536,apps/glance/glance/db/sqlalchemy/metadata.py
With,542,543,apps/glance/glance/db/sqlalchemy/metadata.py
With,549,550,apps/glance/glance/db/sqlalchemy/metadata.py
If,108,109,apps/glance/glance/db/sqlalchemy/metadata.py
If,185,186,apps/glance/glance/db/sqlalchemy/metadata.py
For,199,201,apps/glance/glance/db/sqlalchemy/metadata.py
For,212,214,apps/glance/glance/db/sqlalchemy/metadata.py
If,227,232,apps/glance/glance/db/sqlalchemy/metadata.py
Try,250,259,apps/glance/glance/db/sqlalchemy/metadata.py
With,270,279,apps/glance/glance/db/sqlalchemy/metadata.py
If,281,284,apps/glance/glance/db/sqlalchemy/metadata.py
If,286,307,apps/glance/glance/db/sqlalchemy/metadata.py
For,311,342,apps/glance/glance/db/sqlalchemy/metadata.py
For,344,359,apps/glance/glance/db/sqlalchemy/metadata.py
For,361,377,apps/glance/glance/db/sqlalchemy/metadata.py
For,379,392,apps/glance/glance/db/sqlalchemy/metadata.py
With,401,402,apps/glance/glance/db/sqlalchemy/metadata.py
With,410,413,apps/glance/glance/db/sqlalchemy/metadata.py
With,420,428,apps/glance/glance/db/sqlalchemy/metadata.py
For,466,474,apps/glance/glance/db/sqlalchemy/metadata.py
For,480,485,apps/glance/glance/db/sqlalchemy/metadata.py
For,491,494,apps/glance/glance/db/sqlalchemy/metadata.py
For,500,503,apps/glance/glance/db/sqlalchemy/metadata.py
Try,508,515,apps/glance/glance/db/sqlalchemy/metadata.py
With,252,253,apps/glance/glance/db/sqlalchemy/metadata.py
With,290,299,apps/glance/glance/db/sqlalchemy/metadata.py
If,300,307,apps/glance/glance/db/sqlalchemy/metadata.py
If,313,325,apps/glance/glance/db/sqlalchemy/metadata.py
If,336,342,apps/glance/glance/db/sqlalchemy/metadata.py
If,353,359,apps/glance/glance/db/sqlalchemy/metadata.py
If,371,377,apps/glance/glance/db/sqlalchemy/metadata.py
If,386,392,apps/glance/glance/db/sqlalchemy/metadata.py
If,404,405,apps/glance/glance/db/sqlalchemy/metadata.py
If,510,511,apps/glance/glance/db/sqlalchemy/metadata.py
With,512,513,apps/glance/glance/db/sqlalchemy/metadata.py
If,304,307,apps/glance/glance/db/sqlalchemy/metadata.py
If,322,325,apps/glance/glance/db/sqlalchemy/metadata.py
If,339,342,apps/glance/glance/db/sqlalchemy/metadata.py
If,356,359,apps/glance/glance/db/sqlalchemy/metadata.py
If,374,377,apps/glance/glance/db/sqlalchemy/metadata.py
If,389,392,apps/glance/glance/db/sqlalchemy/metadata.py
For,21,23,apps/glance/glance/db/sqlalchemy/metadef_api/utils.py
If,22,23,apps/glance/glance/db/sqlalchemy/metadef_api/utils.py
Try,31,37,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
For,49,50,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
Try,61,68,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
If,89,93,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
Try,95,105,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
If,99,105,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type.py
Try,32,38,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
Try,44,53,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
If,73,74,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
For,86,87,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
Try,99,109,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
If,117,139,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
Try,156,166,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
IfExp,77,77,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
Try,120,139,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
If,121,124,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
For,125,132,apps/glance/glance/db/sqlalchemy/metadef_api/tag.py
Try,64,76,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type_association.py
Try,91,101,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type_association.py
For,155,159,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type_association.py
Try,174,179,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type_association.py
If,181,184,apps/glance/glance/db/sqlalchemy/metadef_api/resource_type_association.py
Try,32,40,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
Try,49,59,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
For,78,79,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
Try,91,101,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
Try,113,127,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
If,135,137,apps/glance/glance/db/sqlalchemy/metadef_api/property.py
Try,31,38,apps/glance/glance/db/sqlalchemy/metadef_api/object.py
Try,45,54,apps/glance/glance/db/sqlalchemy/metadef_api/object.py
For,66,67,apps/glance/glance/db/sqlalchemy/metadef_api/object.py
Try,78,86,apps/glance/glance/db/sqlalchemy/metadef_api/object.py
Try,104,116,apps/glance/glance/db/sqlalchemy/metadef_api/object.py
If,34,35,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,38,39,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,42,44,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,47,49,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,63,77,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,83,91,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,94,99,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,107,113,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,116,121,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,143,144,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,148,149,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,152,153,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
For,184,185,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,187,188,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,204,209,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,227,233,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,244,254,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,263,273,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
Try,282,300,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,43,44,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,48,49,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,69,76,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
IfExp,156,156,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,267,273,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,294,300,apps/glance/glance/db/sqlalchemy/metadef_api/namespace.py
If,32,33,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
For,37,38,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
If,84,87,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
With,60,61,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
With,73,81,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
With,80,81,apps/glance/glance/db/sqlalchemy/alembic_migrations/env.py
If,34,35,apps/glance/glance/db/sqlalchemy/alembic_migrations/__init__.py
With,51,74,apps/glance/glance/db/sqlalchemy/alembic_migrations/__init__.py
If,68,71,apps/glance/glance/db/sqlalchemy/alembic_migrations/__init__.py
If,70,71,apps/glance/glance/db/sqlalchemy/alembic_migrations/__init__.py
With,34,42,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/mitaka01_add_image_created_updated_idx.py
For,40,41,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/pike_contract01_drop_artifacts_tables.py
With,44,46,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_contract01_drop_is_public.py
If,51,53,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_contract01_drop_is_public.py
With,61,65,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_contract01_drop_is_public.py
If,72,73,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_contract01_drop_is_public.py
If,133,137,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_expand01_add_visibility.py
With,143,146,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_expand01_add_visibility.py
If,154,155,apps/glance/glance/db/sqlalchemy/alembic_migrations/versions/ocata_expand01_add_visibility.py
For,27,29,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
For,32,40,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
For,47,49,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,55,56,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,59,60,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,65,66,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,28,29,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,37,38,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
If,48,49,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/__init__.py
With,34,39,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
If,41,42,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
With,46,58,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
If,59,60,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
With,66,71,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
With,76,81,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
With,88,103,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/ocata_migrate01_community_images.py
If,33,37,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/train_migrate01_backend_to_store.py
With,39,42,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/train_migrate01_backend_to_store.py
If,56,61,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/train_migrate01_backend_to_store.py
With,63,65,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/train_migrate01_backend_to_store.py
If,41,42,apps/glance/glance/db/sqlalchemy/alembic_migrations/data_migrations/train_migrate01_backend_to_store.py
If,97,100,apps/glance/glance/image_cache/client.py
If,122,125,apps/glance/glance/image_cache/client.py
Try,179,191,apps/glance/glance/image_cache/__init__.py
Try,199,213,apps/glance/glance/image_cache/__init__.py
If,290,292,apps/glance/glance/image_cache/__init__.py
While,302,310,apps/glance/glance/image_cache/__init__.py
If,348,349,apps/glance/glance/image_cache/__init__.py
Try,356,389,apps/glance/glance/image_cache/__init__.py
If,401,402,apps/glance/glance/image_cache/__init__.py
For,404,406,apps/glance/glance/image_cache/__init__.py
With,359,372,apps/glance/glance/image_cache/__init__.py
For,360,365,apps/glance/glance/image_cache/__init__.py
If,368,372,apps/glance/glance/image_cache/__init__.py
With,375,378,apps/glance/glance/image_cache/__init__.py
For,388,389,apps/glance/glance/image_cache/__init__.py
Try,361,365,apps/glance/glance/image_cache/__init__.py
Try,46,51,apps/glance/glance/image_cache/prefetcher.py
If,53,56,apps/glance/glance/image_cache/prefetcher.py
For,58,73,apps/glance/glance/image_cache/prefetcher.py
If,78,80,apps/glance/glance/image_cache/prefetcher.py
If,88,91,apps/glance/glance/image_cache/prefetcher.py
If,59,65,apps/glance/glance/image_cache/prefetcher.py
Try,83,90,apps/glance/glance/image_cache/drivers/common.py
With,52,59,apps/glance/glance/image_cache/drivers/common.py
While,53,59,apps/glance/glance/image_cache/drivers/common.py
Try,54,58,apps/glance/glance/image_cache/drivers/common.py
If,57,58,apps/glance/glance/image_cache/drivers/common.py
For,128,132,apps/glance/glance/image_cache/drivers/sqlite.py
If,141,142,apps/glance/glance/image_cache/drivers/sqlite.py
With,145,149,apps/glance/glance/image_cache/drivers/sqlite.py
With,157,163,apps/glance/glance/image_cache/drivers/sqlite.py
With,209,214,apps/glance/glance/image_cache/drivers/sqlite.py
With,224,228,apps/glance/glance/image_cache/drivers/sqlite.py
For,235,236,apps/glance/glance/image_cache/drivers/sqlite.py
If,256,257,apps/glance/glance/image_cache/drivers/sqlite.py
With,268,275,apps/glance/glance/image_cache/drivers/sqlite.py
Try,278,282,apps/glance/glance/image_cache/drivers/sqlite.py
Try,336,351,apps/glance/glance/image_cache/drivers/sqlite.py
With,362,363,apps/glance/glance/image_cache/drivers/sqlite.py
With,365,370,apps/glance/glance/image_cache/drivers/sqlite.py
If,381,383,apps/glance/glance/image_cache/drivers/sqlite.py
If,385,388,apps/glance/glance/image_cache/drivers/sqlite.py
If,390,392,apps/glance/glance/image_cache/drivers/sqlite.py
With,397,398,apps/glance/glance/image_cache/drivers/sqlite.py
For,406,408,apps/glance/glance/image_cache/drivers/sqlite.py
For,418,427,apps/glance/glance/image_cache/drivers/sqlite.py
For,437,439,apps/glance/glance/image_cache/drivers/sqlite.py
For,450,453,apps/glance/glance/image_cache/drivers/sqlite.py
Try,100,119,apps/glance/glance/image_cache/drivers/sqlite.py
If,129,130,apps/glance/glance/image_cache/drivers/sqlite.py
For,210,212,apps/glance/glance/image_cache/drivers/sqlite.py
Try,271,275,apps/glance/glance/image_cache/drivers/sqlite.py
With,296,316,apps/glance/glance/image_cache/drivers/sqlite.py
With,319,334,apps/glance/glance/image_cache/drivers/sqlite.py
With,337,338,apps/glance/glance/image_cache/drivers/sqlite.py
If,350,351,apps/glance/glance/image_cache/drivers/sqlite.py
If,419,427,apps/glance/glance/image_cache/drivers/sqlite.py
If,452,453,apps/glance/glance/image_cache/drivers/sqlite.py
If,305,307,apps/glance/glance/image_cache/drivers/sqlite.py
If,320,330,apps/glance/glance/image_cache/drivers/sqlite.py
With,340,341,apps/glance/glance/image_cache/drivers/sqlite.py
Try,420,427,apps/glance/glance/image_cache/drivers/sqlite.py
For,424,427,apps/glance/glance/image_cache/drivers/xattr.py
Try,463,469,apps/glance/glance/image_cache/drivers/xattr.py
If,478,479,apps/glance/glance/image_cache/drivers/xattr.py
With,98,100,apps/glance/glance/image_cache/drivers/xattr.py
Try,101,116,apps/glance/glance/image_cache/drivers/xattr.py
For,123,125,apps/glance/glance/image_cache/drivers/xattr.py
If,134,135,apps/glance/glance/image_cache/drivers/xattr.py
For,146,156,apps/glance/glance/image_cache/drivers/xattr.py
For,201,203,apps/glance/glance/image_cache/drivers/xattr.py
For,220,221,apps/glance/glance/image_cache/drivers/xattr.py
For,239,243,apps/glance/glance/image_cache/drivers/xattr.py
If,245,246,apps/glance/glance/image_cache/drivers/xattr.py
Try,293,308,apps/glance/glance/image_cache/drivers/xattr.py
With,319,320,apps/glance/glance/image_cache/drivers/xattr.py
If,333,335,apps/glance/glance/image_cache/drivers/xattr.py
If,337,340,apps/glance/glance/image_cache/drivers/xattr.py
If,342,344,apps/glance/glance/image_cache/drivers/xattr.py
With,350,351,apps/glance/glance/image_cache/drivers/xattr.py
For,363,365,apps/glance/glance/image_cache/drivers/xattr.py
For,373,386,apps/glance/glance/image_cache/drivers/xattr.py
If,417,418,apps/glance/glance/image_cache/drivers/xattr.py
If,426,427,apps/glance/glance/image_cache/drivers/xattr.py
If,275,279,apps/glance/glance/image_cache/drivers/xattr.py
With,294,295,apps/glance/glance/image_cache/drivers/xattr.py
If,307,308,apps/glance/glance/image_cache/drivers/xattr.py
If,376,386,apps/glance/glance/image_cache/drivers/xattr.py
If,466,469,apps/glance/glance/image_cache/drivers/xattr.py
If,104,113,apps/glance/glance/image_cache/drivers/xattr.py
With,297,298,apps/glance/glance/image_cache/drivers/xattr.py
If,381,386,apps/glance/glance/image_cache/drivers/xattr.py
If,54,59,apps/glance/glance/image_cache/drivers/base.py
For,67,68,apps/glance/glance/image_cache/drivers/base.py
If,198,199,apps/glance/glance/image_cache/drivers/base.py
If,66,71,apps/glance/glance/image_cache/drivers/centralized_db.py
For,78,80,apps/glance/glance/image_cache/drivers/centralized_db.py
If,89,90,apps/glance/glance/image_cache/drivers/centralized_db.py
For,149,151,apps/glance/glance/image_cache/drivers/centralized_db.py
For,176,178,apps/glance/glance/image_cache/drivers/centralized_db.py
If,198,199,apps/glance/glance/image_cache/drivers/centralized_db.py
Try,215,219,apps/glance/glance/image_cache/drivers/centralized_db.py
Try,268,283,apps/glance/glance/image_cache/drivers/centralized_db.py
Try,294,300,apps/glance/glance/image_cache/drivers/centralized_db.py
If,311,313,apps/glance/glance/image_cache/drivers/centralized_db.py
If,315,318,apps/glance/glance/image_cache/drivers/centralized_db.py
If,320,322,apps/glance/glance/image_cache/drivers/centralized_db.py
With,327,328,apps/glance/glance/image_cache/drivers/centralized_db.py
For,336,338,apps/glance/glance/image_cache/drivers/centralized_db.py
For,348,357,apps/glance/glance/image_cache/drivers/centralized_db.py
For,367,369,apps/glance/glance/image_cache/drivers/centralized_db.py
For,380,383,apps/glance/glance/image_cache/drivers/centralized_db.py
Try,67,71,apps/glance/glance/image_cache/drivers/centralized_db.py
If,242,244,apps/glance/glance/image_cache/drivers/centralized_db.py
If,253,263,apps/glance/glance/image_cache/drivers/centralized_db.py
With,269,270,apps/glance/glance/image_cache/drivers/centralized_db.py
If,282,283,apps/glance/glance/image_cache/drivers/centralized_db.py
With,295,296,apps/glance/glance/image_cache/drivers/centralized_db.py
If,349,357,apps/glance/glance/image_cache/drivers/centralized_db.py
If,382,383,apps/glance/glance/image_cache/drivers/centralized_db.py
With,272,273,apps/glance/glance/image_cache/drivers/centralized_db.py
Try,350,357,apps/glance/glance/image_cache/drivers/centralized_db.py
With,20,22,apps/glance/glance/wsgi/api.py
